cve,reported_at_utc,reported_date,year,severity,description,component_hint,post_title,post_url
CVE-2026-8019,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Insufficient policy enforcement in WebApp.,WebApp,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-8020,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Uninitialized Use in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-8021,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Script injection in UI.,UI,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7960,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Race in Speech.,Speech,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-8008,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Inappropriate implementation in DevTools.,DevTools,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7992,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Insufficient validation of untrusted input in UI.,UI,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-8010,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Insufficient validation of untrusted input in SiteIsolation.,SiteIsolation,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7990,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Insufficient validation of untrusted input in Updater.,Updater,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7962,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Insufficient policy enforcement in DirectSockets.,DirectSockets,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7991,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Use after free in UI.,UI,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7963,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Inappropriate implementation in ServiceWorker.,ServiceWorker,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7964,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Insufficient validation of untrusted input in FileSystem.,FileSystem,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7965,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Insufficient validation of untrusted input in DevTools.,DevTools,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7966,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Insufficient validation of untrusted input in SiteIsolation.,SiteIsolation,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7967,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Insufficient validation of untrusted input in Navigation.,Navigation,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7968,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Insufficient validation of untrusted input in CORS.,CORS,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7970,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Use after free in TopChrome.,TopChrome,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7971,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Inappropriate implementation in ORB.,ORB,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7972,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Uninitialized Use in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7973,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Integer overflow in Dawn.,Dawn,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7974,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Use after free in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7975,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Use after free in DevTools.,DevTools,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7969,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Integer overflow in Network.,Network,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7977,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Inappropriate implementation in Canvas.,Canvas,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7988,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Type Confusion in WebRTC.,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7989,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Insufficient data validation in DataTransfer.,DataTransfer,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7976,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Use after free in Views.,Views,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7987,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Use after free in WebRTC.,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7986,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Insufficient policy enforcement in Autofill.,Autofill,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7985,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Use after free in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7983,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Out of bounds read in Dawn.,Dawn,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7984,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Use after free in ReadingMode.,ReadingMode,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7981,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Out of bounds read in Codecs.,Codecs,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7980,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Use after free in WebAudio.,WebAudio,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7979,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Inappropriate implementation in Media.,Media,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-8022,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Inappropriate implementation in MHTML.,MHTML,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7978,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Inappropriate implementation in Companion.,Companion,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-7982,2026-05-05T20:00:00+00:00,2026-05-05,2026,,Uninitialized Use in WebCodecs.,WebCodecs,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop.html
CVE-2026-8531,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Heap buffer overflow in WebML.,WebML,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8536,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Insufficient validation of untrusted input in ReadingMode.,ReadingMode,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8532,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Integer overflow in XML.,XML,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8530,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Network.,Network,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8534,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Integer overflow in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8535,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Out of bounds read in Media.,Media,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8537,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Insufficient policy enforcement in ViewTransitions.,ViewTransitions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8543,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Out of bounds read in FileSystem.,FileSystem,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8539,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Script injection in SanitizerAPI.,SanitizerAPI,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8540,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Type Confusion in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8541,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Out of bounds read in UI.,UI,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8542,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Core.,Core,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8544,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Media.,Media,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8529,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Heap buffer overflow in Codecs.,Codecs,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8545,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Object corruption in Compositing.,Compositing,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8538,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Insufficient validation of untrusted input in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8527,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Insufficient validation of untrusted input in Downloads.,Downloads,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8513,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Input.,Input,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8525,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Heap buffer overflow in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8546,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Out of bounds read in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8509,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Heap buffer overflow in WebML.,WebML,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8510,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Integer overflow in Skia.,Skia,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8511,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in UI.,UI,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8512,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in FileSystem.,FileSystem,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8514,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Aura.,Aura,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8515,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in HID.,HID,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8516,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Insufficient validation of untrusted input in DataTransfer.,DataTransfer,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8517,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Object lifecycle issue in WebShare.,WebShare,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8518,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8519,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Integer overflow in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8520,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Race in Payments.,Payments,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8521,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Tab Groups.,Tab Groups,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8522,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Downloads.,Downloads,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8523,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Mojo.,Mojo,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8558,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Out of bounds write in Fonts.,Fonts,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8524,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Out of bounds write in WebAudio.,WebAudio,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8526,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Out of bounds write in WebRTC.,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8547,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Insufficient policy enforcement in Passwords.,Passwords,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8533,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Accessibility.,Accessibility,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8549,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Media.,Media,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8573,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Integer overflow in Codecs.,Codecs,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8574,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Core.,Core,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8575,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in UI.,UI,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8576,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Inappropriate implementation in CORS.,CORS,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8577,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Integer overflow in Fonts.,Fonts,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8578,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Out of bounds read in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8579,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Insufficient validation of untrusted input in Skia.,Skia,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8571,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Insufficient policy enforcement in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8580,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Mojo.,Mojo,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8582,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Object lifecycle issue in Dawn.,Dawn,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8583,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Insufficient policy enforcement in WebXR.,WebXR,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8584,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Inappropriate implementation in Views.,Views,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8585,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Inappropriate implementation in Media.,Media,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8586,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Inappropriate implementation in Chromoting.,Chromoting,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8587,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Extensions.,Extensions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8548,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Out of bounds write in Media.,Media,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8581,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8570,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Type Confusion in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8572,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Insufficient policy enforcement in Network.,Network,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8567,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Integer overflow in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8550,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Google Lens.,Google Lens,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8551,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Downloads.,Downloads,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8552,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Heap buffer overflow in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8553,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8554,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Type Confusion in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8555,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in GTK.,GTK,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8569,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Out of bounds write in Codecs.,Codecs,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8557,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Use after free in Accessibility.,Accessibility,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8559,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Integer overflow in Internationalization.,Internationalization,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8556,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Inappropriate implementation in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8560,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Heap buffer overflow in SwiftShader.,SwiftShader,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8561,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Incorrect security UI in Fullscreen.,Fullscreen,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8562,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Side-channel information leakage in Navigation.,Navigation,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8563,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Insufficient policy enforcement in IFrame Sandbox.,IFrame Sandbox,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8564,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Incorrect security UI in Downloads.,Downloads,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8565,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Inappropriate implementation in Downloads.,Downloads,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8566,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Insufficient policy enforcement in Payments.,Payments,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-8528,2026-05-12T19:02:00+00:00,2026-05-12,2026,,Insufficient validation of untrusted input in SiteIsolation.,SiteIsolation,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_12.html
CVE-2026-9115,2026-05-19T20:02:36.900000+00:00,2026-05-19,2026,,Insufficient policy enforcement in Service Worker.,Service Worker,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0841193308.html
CVE-2026-9111,2026-05-19T20:02:36.900000+00:00,2026-05-19,2026,,Use after free in WebRTC.,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0841193308.html
CVE-2026-9110,2026-05-19T20:02:36.900000+00:00,2026-05-19,2026,,Inappropriate implementation in UI.,UI,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0841193308.html
CVE-2026-9112,2026-05-19T20:02:36.900000+00:00,2026-05-19,2026,,Use after free in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0841193308.html
CVE-2026-9113,2026-05-19T20:02:36.900000+00:00,2026-05-19,2026,,Out of bounds read in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0841193308.html
CVE-2026-9114,2026-05-19T20:02:36.900000+00:00,2026-05-19,2026,,Use after free in QUIC.,QUIC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0841193308.html
CVE-2026-9116,2026-05-19T20:02:36.900000+00:00,2026-05-19,2026,,Insufficient policy enforcement in ServiceWorker.,ServiceWorker,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0841193308.html
CVE-2026-9118,2026-05-19T20:02:36.900000+00:00,2026-05-19,2026,,Use after free in XR.,XR,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0841193308.html
CVE-2026-9119,2026-05-19T20:02:36.900000+00:00,2026-05-19,2026,,Heap buffer overflow in WebRTC.,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0841193308.html
CVE-2026-9120,2026-05-19T20:02:36.900000+00:00,2026-05-19,2026,,Use after free in WebRTC.,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0841193308.html
CVE-2026-9126,2026-05-19T20:02:36.900000+00:00,2026-05-19,2026,,Use after free in DOM.,DOM,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0841193308.html
CVE-2026-9121,2026-05-19T20:02:36.900000+00:00,2026-05-19,2026,,Out of bounds read in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0841193308.html
