month,report_time_utc,revision,unit_union_lines_covered,all_tests_lines_total,unit_union_coverage_pct,all_tests_root_coverage_pct,all_tests_root_lines_covered,gtest_root_coverage_pct,gtest_root_lines_covered,gtest_root_lines_total,cppunittest_root_coverage_pct,cppunittest_root_lines_covered,cppunittest_root_lines_total,xpcshell_root_coverage_pct,xpcshell_root_lines_covered,xpcshell_root_lines_total,all_object,gtest_object,cppunittest_object,xpcshell_object,candidate_rank,candidate_score,analysis_quality_ok,quality_note
2019-09,2019-09-11T12:23:17.873000+00:00,70e7c3ef6cae2266147c38ad250692ffe84aec26,1125955,3537165,31.832131099340856,62.83,2222343,16.09,476357,2961366,5.23,143315,2741618,29.29,920290,3141577,mozilla-central/70e7c3ef6cae2266147c38ad250692ffe84aec26/all:all.json.zstd,mozilla-central/70e7c3ef6cae2266147c38ad250692ffe84aec26/all:gtest.json.zstd,mozilla-central/70e7c3ef6cae2266147c38ad250692ffe84aec26/all:cppunittest.json.zstd,mozilla-central/70e7c3ef6cae2266147c38ad250692ffe84aec26/all:xpcshell.json.zstd,1,0.15715705234570349,True,
2019-10,2019-10-14T19:46:36.680000+00:00,585fe45563356a10a9d53cddfeda2bd699e46dd5,1147704,3557742,32.259337523631565,64.33,2288819,16.43,476281,2899074,5.66,151489,2675484,30.32,941008,3103382,mozilla-central/585fe45563356a10a9d53cddfeda2bd699e46dd5/all:all.json.zstd,mozilla-central/585fe45563356a10a9d53cddfeda2bd699e46dd5/all:gtest.json.zstd,mozilla-central/585fe45563356a10a9d53cddfeda2bd699e46dd5/all:cppunittest.json.zstd,mozilla-central/585fe45563356a10a9d53cddfeda2bd699e46dd5/all:xpcshell.json.zstd,1,0.049234266036232106,True,
2019-11,2019-11-27T06:45:48.363000+00:00,bcbb45f7d4f1b22fc74d2ee96b92c6f2233495aa,1141197,3571556,31.95237593922649,63.5,2267833,16.17,475225,2939040,5.54,150516,2718274,29.73,934439,3143444,mozilla-central/bcbb45f7d4f1b22fc74d2ee96b92c6f2233495aa/all:all.json.zstd,mozilla-central/bcbb45f7d4f1b22fc74d2ee96b92c6f2233495aa/all:gtest.json.zstd,mozilla-central/bcbb45f7d4f1b22fc74d2ee96b92c6f2233495aa/all:cppunittest.json.zstd,mozilla-central/bcbb45f7d4f1b22fc74d2ee96b92c6f2233495aa/all:xpcshell.json.zstd,1,0.26829615313419575,True,
2019-12,2019-12-14T18:09:34.928000+00:00,0c3bc698f640e1c8208f369255d3a9f7390b76ee,1144629,3561282,32.140925655424084,64.01,2279552,16.38,478654,2921988,5.6,151187,2700894,29.95,936954,3127878,mozilla-central/0c3bc698f640e1c8208f369255d3a9f7390b76ee/all:all.json.zstd,mozilla-central/0c3bc698f640e1c8208f369255d3a9f7390b76ee/all:gtest.json.zstd,mozilla-central/0c3bc698f640e1c8208f369255d3a9f7390b76ee/all:cppunittest.json.zstd,mozilla-central/0c3bc698f640e1c8208f369255d3a9f7390b76ee/all:xpcshell.json.zstd,1,0.09224450084768886,True,
2020-01,2020-01-18T09:21:24.012000+00:00,cb06fe24fb3e92278f1baf45b1332922f260bb1a,1100427,3468948,31.722210883530106,63.22,2193093,16.09,455769,2832659,4.8,135614,2824487,29.46,898133,3048626,mozilla-central/cb06fe24fb3e92278f1baf45b1332922f260bb1a/all:all.json.zstd,mozilla-central/cb06fe24fb3e92278f1baf45b1332922f260bb1a/all:gtest.json.zstd,mozilla-central/cb06fe24fb3e92278f1baf45b1332922f260bb1a/all:cppunittest.json.zstd,mozilla-central/cb06fe24fb3e92278f1baf45b1332922f260bb1a/all:xpcshell.json.zstd,1,0.35345211414641947,True,
2020-02,2020-02-01T16:08:26.919000+00:00,7b794b53736c781545273accf33ed5bd23d0abea,1129410,3613448,31.255742437693858,62.45,2256519,15.82,471031,2977315,4.68,138951,2969148,28.83,920824,3193636,mozilla-central/7b794b53736c781545273accf33ed5bd23d0abea/all:all.json.zstd,mozilla-central/7b794b53736c781545273accf33ed5bd23d0abea/all:gtest.json.zstd,mozilla-central/7b794b53736c781545273accf33ed5bd23d0abea/all:cppunittest.json.zstd,mozilla-central/7b794b53736c781545273accf33ed5bd23d0abea/all:xpcshell.json.zstd,1,0.27654932430555557,True,
2020-03,2020-03-13T13:24:33.941000+00:00,82d250cf8fabf9a76db02499407f8d11ce12f0f2,1126810,3527507,31.943522720153354,63.82,2251348,16.26,469971,2889758,4.82,138922,2881591,29.57,918704,3106504,mozilla-central/82d250cf8fabf9a76db02499407f8d11ce12f0f2/all:all.json.zstd,mozilla-central/82d250cf8fabf9a76db02499407f8d11ce12f0f2/all:gtest.json.zstd,mozilla-central/82d250cf8fabf9a76db02499407f8d11ce12f0f2/all:cppunittest.json.zstd,mozilla-central/82d250cf8fabf9a76db02499407f8d11ce12f0f2/all:xpcshell.json.zstd,1,0.5424482835049601,True,
2020-04,2020-04-18T12:30:00.702000+00:00,48cefa8cc0584b7184747c73654d1ed3ba778cf3,1231069,3852231,31.957299549274175,62.92,2423689,16.81,539911,3211778,4.87,156031,3202055,29.25,1003834,3431334,mozilla-central/48cefa8cc0584b7184747c73654d1ed3ba778cf3/all:all.json.zstd,mozilla-central/48cefa8cc0584b7184747c73654d1ed3ba778cf3/all:gtest.json.zstd,mozilla-central/48cefa8cc0584b7184747c73654d1ed3ba778cf3/all:cppunittest.json.zstd,mozilla-central/48cefa8cc0584b7184747c73654d1ed3ba778cf3/all:xpcshell.json.zstd,1,0.14745794574682658,True,
2020-05,2020-05-12T13:38:05.488000+00:00,56c09d42f411246e407fe30418c27e67a6a44d29,1253961,3869226,32.408574738203455,63.19,2444932,17.22,555878,3228917,4.87,156627,3219193,29.37,1013231,3450144,mozilla-central/56c09d42f411246e407fe30418c27e67a6a44d29/all:all.json.zstd,mozilla-central/56c09d42f411246e407fe30418c27e67a6a44d29/all:gtest.json.zstd,mozilla-central/56c09d42f411246e407fe30418c27e67a6a44d29/all:cppunittest.json.zstd,mozilla-central/56c09d42f411246e407fe30418c27e67a6a44d29/all:xpcshell.json.zstd,1,0.12023236777160068,True,
2020-06,2020-06-16T12:28:30.672000+00:00,f05a0084c5f20abf47fa332ab5ec5c953ba48eb1,1259610,3844800,32.76139200998752,64.25,2470429,17.35,555305,3200182,4.95,157983,3190458,29.78,1019653,3424453,mozilla-central/f05a0084c5f20abf47fa332ab5ec5c953ba48eb1/all:all.json.zstd,mozilla-central/f05a0084c5f20abf47fa332ab5ec5c953ba48eb1/all:gtest.json.zstd,mozilla-central/f05a0084c5f20abf47fa332ab5ec5c953ba48eb1/all:cppunittest.json.zstd,mozilla-central/f05a0084c5f20abf47fa332ab5ec5c953ba48eb1/all:xpcshell.json.zstd,1,0.08017228946997362,True,
2020-07,2020-07-16T11:10:15.903000+00:00,d4c6cd2e13bb057eb4d5f8c579f440936bf17241,1275762,3861539,33.03765674773711,63.99,2471072,17.27,554570,3212066,4.96,158948,3202478,29.85,1034534,3465341,mozilla-central/d4c6cd2e13bb057eb4d5f8c579f440936bf17241/all:all.json.zstd,mozilla-central/d4c6cd2e13bb057eb4d5f8c579f440936bf17241/all:gtest.json.zstd,mozilla-central/d4c6cd2e13bb057eb4d5f8c579f440936bf17241/all:cppunittest.json.zstd,mozilla-central/d4c6cd2e13bb057eb4d5f8c579f440936bf17241/all:xpcshell.json.zstd,1,0.1104982035875121,True,
2020-08,2020-08-14T18:32:15.088000+00:00,605c404fbd80c67e1127ac054b8bec6742bd748f,1292555,3882367,33.29296277245299,63.9,2480720,17.3,558701,3228632,4.94,159167,3219049,30.15,1050242,3483006,mozilla-central/605c404fbd80c67e1127ac054b8bec6742bd748f/all:all.json.zstd,mozilla-central/605c404fbd80c67e1127ac054b8bec6742bd748f/all:gtest.json.zstd,mozilla-central/605c404fbd80c67e1127ac054b8bec6742bd748f/all:cppunittest.json.zstd,mozilla-central/605c404fbd80c67e1127ac054b8bec6742bd748f/all:xpcshell.json.zstd,1,0.11117778278500623,True,
2020-09,2020-09-15T08:29:36.214000+00:00,8c8f6d93ade332edc31bba40a8bddb6aab1ef963,1311500,3979774,32.95413257134702,63.39,2522942,17.37,565133,3253779,4.96,161037,3244170,30.48,1068665,3506669,mozilla-central/8c8f6d93ade332edc31bba40a8bddb6aab1ef963/all:all.json.zstd,mozilla-central/8c8f6d93ade332edc31bba40a8bddb6aab1ef963/all:gtest.json.zstd,mozilla-central/8c8f6d93ade332edc31bba40a8bddb6aab1ef963/all:cppunittest.json.zstd,mozilla-central/8c8f6d93ade332edc31bba40a8bddb6aab1ef963/all:xpcshell.json.zstd,1,0.23416425689478265,True,
2020-10,2020-10-15T17:53:04.940000+00:00,a6aaf0c8e183f7eff7a668f9b4c6c52c39958c9b,1311584,3908155,33.560183769579254,64.47,2519472,17.57,568739,3236499,4.82,155419,3226337,30.33,1061971,3501078,mozilla-central/a6aaf0c8e183f7eff7a668f9b4c6c52c39958c9b/all:all.json.zstd,mozilla-central/a6aaf0c8e183f7eff7a668f9b4c6c52c39958c9b/all:gtest.json.zstd,mozilla-central/a6aaf0c8e183f7eff7a668f9b4c6c52c39958c9b/all:cppunittest.json.zstd,mozilla-central/a6aaf0c8e183f7eff7a668f9b4c6c52c39958c9b/all:xpcshell.json.zstd,1,0.16953008415454424,True,
2020-11,2020-11-20T13:48:56.623000+00:00,cadd17ae918b22f2b2d3db0d78137ebbb7544f64,1325197,3913927,33.85850068230705,64.89,2539746,17.61,571022,3242018,4.82,155840,3231844,30.68,1074843,3503119,mozilla-central/cadd17ae918b22f2b2d3db0d78137ebbb7544f64/all:all.json.zstd,mozilla-central/cadd17ae918b22f2b2d3db0d78137ebbb7544f64/all:gtest.json.zstd,mozilla-central/cadd17ae918b22f2b2d3db0d78137ebbb7544f64/all:cppunittest.json.zstd,mozilla-central/cadd17ae918b22f2b2d3db0d78137ebbb7544f64/all:xpcshell.json.zstd,1,0.39723677309012856,True,
2020-12,2020-12-15T01:28:07.992000+00:00,de82276dbe0fc291c5d9526a7dbc1b736010873a,1320148,3880829,34.01716488925433,64.36,2497808,17.75,569164,3205964,4.83,154276,3196045,30.78,1067393,3467809,mozilla-central/de82276dbe0fc291c5d9526a7dbc1b736010873a/all:all.json.zstd,mozilla-central/de82276dbe0fc291c5d9526a7dbc1b736010873a/all:gtest.json.zstd,mozilla-central/de82276dbe0fc291c5d9526a7dbc1b736010873a/all:cppunittest.json.zstd,mozilla-central/de82276dbe0fc291c5d9526a7dbc1b736010873a/all:xpcshell.json.zstd,1,0.16274777071794375,True,
2021-01,2021-01-16T05:36:07.554000+00:00,0695ec653f99879731861e8760894f83c192a229,1321901,3904775,33.85344866221485,64.23,2507885,17.66,570623,3231454,4.8,154638,3221542,30.59,1067769,3490197,mozilla-central/0695ec653f99879731861e8760894f83c192a229/all:all.json.zstd,mozilla-central/0695ec653f99879731861e8760894f83c192a229/all:gtest.json.zstd,mozilla-central/0695ec653f99879731861e8760894f83c192a229/all:cppunittest.json.zstd,mozilla-central/0695ec653f99879731861e8760894f83c192a229/all:xpcshell.json.zstd,1,0.10344714359936351,True,
2021-02,2021-02-12T14:53:48.743000+00:00,160b47b7163e1a80ac366e0ef9fc10b631c35c03,1339947,3946629,33.951683829414925,64.27,2536677,17.89,584758,3268576,4.73,154205,3258673,30.56,1077950,3527600,mozilla-central/160b47b7163e1a80ac366e0ef9fc10b631c35c03/all:all.json.zstd,mozilla-central/160b47b7163e1a80ac366e0ef9fc10b631c35c03/all:gtest.json.zstd,mozilla-central/160b47b7163e1a80ac366e0ef9fc10b631c35c03/all:cppunittest.json.zstd,mozilla-central/160b47b7163e1a80ac366e0ef9fc10b631c35c03/all:xpcshell.json.zstd,1,0.11624174893806408,True,
2021-03,2021-03-16T19:19:31.495000+00:00,f2134bdaf09c9e5939c787a9bd2d1475e82674a5,1357805,3939566,34.4658523299267,64.53,2542383,18.07,589004,3258992,4.76,154555,3249093,31.09,1094008,3519009,mozilla-central/f2134bdaf09c9e5939c787a9bd2d1475e82674a5/all:all.json.zstd,mozilla-central/f2134bdaf09c9e5939c787a9bd2d1475e82674a5/all:gtest.json.zstd,mozilla-central/f2134bdaf09c9e5939c787a9bd2d1475e82674a5/all:cppunittest.json.zstd,mozilla-central/f2134bdaf09c9e5939c787a9bd2d1475e82674a5/all:xpcshell.json.zstd,1,0.09741412165640914,True,
2021-04,2021-04-15T00:24:26.314000+00:00,e105fb5fb5cfef90d80a69e121f971a08df83e64,1367652,3935865,34.748447926948714,64.81,2550844,18.26,592017,3242761,4.8,155221,3232849,31.39,1101017,3507228,mozilla-central/e105fb5fb5cfef90d80a69e121f971a08df83e64/all:all.json.zstd,mozilla-central/e105fb5fb5cfef90d80a69e121f971a08df83e64/all:gtest.json.zstd,mozilla-central/e105fb5fb5cfef90d80a69e121f971a08df83e64/all:cppunittest.json.zstd,mozilla-central/e105fb5fb5cfef90d80a69e121f971a08df83e64/all:xpcshell.json.zstd,1,0.06367059672704668,True,
2021-05,2021-05-14T21:15:43.679000+00:00,01f5d81f0afe7c1958a225d981bac39f52ae93fe,1382420,3949537,35.00207745869959,64.62,2552168,18.43,599299,3252444,4.74,153776,3242487,31.32,1109208,3542033,mozilla-central/01f5d81f0afe7c1958a225d981bac39f52ae93fe/all:all.json.zstd,mozilla-central/01f5d81f0afe7c1958a225d981bac39f52ae93fe/all:gtest.json.zstd,mozilla-central/01f5d81f0afe7c1958a225d981bac39f52ae93fe/all:cppunittest.json.zstd,mozilla-central/01f5d81f0afe7c1958a225d981bac39f52ae93fe/all:xpcshell.json.zstd,1,0.1541861332825678,True,
