cve,announced_date,year,advisory,title,products,description,url
CVE-2011-0069,2011-04-28,2011,Mozilla Foundation Security Advisory 2011-12,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-12 Miscellaneous memory safety hazards (rv:2.0.1/ 1.9.2.17/ 1.9.1.19) Announced April 28, 2011 Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-12/
CVE-2011-0070,2011-04-28,2011,Mozilla Foundation Security Advisory 2011-12,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-12 Miscellaneous memory safety hazards (rv:2.0.1/ 1.9.2.17/ 1.9.1.19) Announced April 28, 2011 Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-12/
CVE-2011-0072,2011-04-28,2011,Mozilla Foundation Security Advisory 2011-12,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-12 Miscellaneous memory safety hazards (rv:2.0.1/ 1.9.2.17/ 1.9.1.19) Announced April 28, 2011 Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-12/
CVE-2011-0074,2011-04-28,2011,Mozilla Foundation Security Advisory 2011-12,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-12 Miscellaneous memory safety hazards (rv:2.0.1/ 1.9.2.17/ 1.9.1.19) Announced April 28, 2011 Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-12/
CVE-2011-0075,2011-04-28,2011,Mozilla Foundation Security Advisory 2011-12,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-12 Miscellaneous memory safety hazards (rv:2.0.1/ 1.9.2.17/ 1.9.1.19) Announced April 28, 2011 Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-12/
CVE-2011-0077,2011-04-28,2011,Mozilla Foundation Security Advisory 2011-12,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-12 Miscellaneous memory safety hazards (rv:2.0.1/ 1.9.2.17/ 1.9.1.19) Announced April 28, 2011 Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-12/
CVE-2011-0078,2011-04-28,2011,Mozilla Foundation Security Advisory 2011-12,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-12 Miscellaneous memory safety hazards (rv:2.0.1/ 1.9.2.17/ 1.9.1.19) Announced April 28, 2011 Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-12/
CVE-2011-0079,2011-04-28,2011,Mozilla Foundation Security Advisory 2011-12,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-12 Miscellaneous memory safety hazards (rv:2.0.1/ 1.9.2.17/ 1.9.1.19) Announced April 28, 2011 Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-12/
CVE-2011-0080,2011-04-28,2011,Mozilla Foundation Security Advisory 2011-12,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-12 Miscellaneous memory safety hazards (rv:2.0.1/ 1.9.2.17/ 1.9.1.19) Announced April 28, 2011 Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-12/
CVE-2011-0081,2011-04-28,2011,Mozilla Foundation Security Advisory 2011-12,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-12 Miscellaneous memory safety hazards (rv:2.0.1/ 1.9.2.17/ 1.9.1.19) Announced April 28, 2011 Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-12/
CVE-2011-1202,2011-04-28,2011,Mozilla Foundation Security Advisory 2011-18,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-18 XSLT generate-id() function heap address leak Announced April 28, 2011 Reporter Chris Evans Impact Low Products Firefox, SeaMonkey",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-18/
CVE-2011-1300,2011-04-28,2011,Mozilla Foundation Security Advisory 2011-17,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-17 WebGLES vulnerabilities Announced April 28, 2011 Impact Critical Products Firefox",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-17/
CVE-2011-1302,2011-04-28,2011,Mozilla Foundation Security Advisory 2011-17,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-17 WebGLES vulnerabilities Announced April 28, 2011 Impact Critical Products Firefox",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-17/
CVE-2011-2364,2011-06-21,2011,Mozilla Foundation Security Advisory 2011-19,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-19 Miscellaneous memory safety hazards (rv:3.0/1.9.2.18) Announced June 21, 2011 Reporter Mozilla developers and community Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-19/
CVE-2011-2365,2011-06-21,2011,Mozilla Foundation Security Advisory 2011-19,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-19 Miscellaneous memory safety hazards (rv:3.0/1.9.2.18) Announced June 21, 2011 Reporter Mozilla developers and community Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-19/
CVE-2011-2366,2011-06-21,2011,Mozilla Foundation Security Advisory 2011-25,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-25 Stealing of cross-domain images using WebGL textures Announced June 21, 2011 Reporter Context IS Impact Moderate Products Firefox, SeaMonkey",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-25/
CVE-2011-2367,2011-06-21,2011,Mozilla Foundation Security Advisory 2011-26,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-26 Multiple WebGL crashes Announced June 21, 2011 Reporter Christoph Diehl Impact Critical Products Firefox, SeaMonkey",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-26/
CVE-2011-2368,2011-06-21,2011,Mozilla Foundation Security Advisory 2011-26,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-26 Multiple WebGL crashes Announced June 21, 2011 Reporter Christoph Diehl Impact Critical Products Firefox, SeaMonkey",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-26/
CVE-2011-2369,2011-06-21,2011,Mozilla Foundation Security Advisory 2011-27,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-27 XSS encoding hazard with inline SVG Announced June 21, 2011 Reporter Mario Heiderich Impact Moderate Products Firefox, SeaMonkey",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-27/
CVE-2011-2370,2011-06-21,2011,Mozilla Foundation Security Advisory 2011-28,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-28 Non-whitelisted site can trigger xpinstall Announced June 21, 2011 Reporter moz_bug_r_a4 Impact Low Products Firefox, SeaMonkey",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-28/
CVE-2011-2371,2011-06-21,2011,Mozilla Foundation Security Advisory 2011-22,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-22 Integer overflow and arbitrary code execution in Array.reduceRight() Announced June 21, 2011 Reporter Chris Rohlf and Yan Ivnitskiy Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-22/
CVE-2011-2373,2011-06-21,2011,Mozilla Foundation Security Advisory 2011-20,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-20 Use-after-free vulnerability when viewing XUL document with script disabled Announced June 21, 2011 Reporter Martin Barbella Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-20/
CVE-2011-2374,2011-06-21,2011,Mozilla Foundation Security Advisory 2011-19,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-19 Miscellaneous memory safety hazards (rv:3.0/1.9.2.18) Announced June 21, 2011 Reporter Mozilla developers and community Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-19/
CVE-2011-2375,2011-06-21,2011,Mozilla Foundation Security Advisory 2011-19,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-19 Miscellaneous memory safety hazards (rv:3.0/1.9.2.18) Announced June 21, 2011 Reporter Mozilla developers and community Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-19/
CVE-2011-2376,2011-06-21,2011,Mozilla Foundation Security Advisory 2011-19,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-19 Miscellaneous memory safety hazards (rv:3.0/1.9.2.18) Announced June 21, 2011 Reporter Mozilla developers and community Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-19/
CVE-2011-2377,2011-06-21,2011,Mozilla Foundation Security Advisory 2011-21,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-21 Memory corruption due to multipart/x-mixed-replace images Announced June 21, 2011 Reporter Jordi Chancel Impact Critical Products Firefox, SeaMonkey, Thunderbird",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-21/
CVE-2011-0084,2011-08-16,2011,Mozilla Foundation Security Advisory 2011-29,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-29 Security issues addressed in Firefox 6 Announced August 16, 2011 Impact Critical Products Firefox",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-29/
CVE-2011-2985,2011-08-16,2011,Mozilla Foundation Security Advisory 2011-29,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-29 Security issues addressed in Firefox 6 Announced August 16, 2011 Impact Critical Products Firefox",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-29/
CVE-2011-2986,2011-08-16,2011,Mozilla Foundation Security Advisory 2011-29,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-29 Security issues addressed in Firefox 6 Announced August 16, 2011 Impact Critical Products Firefox",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-29/
CVE-2011-2987,2011-08-16,2011,Mozilla Foundation Security Advisory 2011-29,Help us improve your Mozilla experience,"Close Products menu Firefox browsers Mozilla VPN Mozilla Monitor Firefox Relay MDN Plus Thunderbird Solo 0DIN Tabstack All products About us Close About us menu Our Mission About Mozilla The Mozilla Manifesto Get Involved Blog Our Work Mozilla Foundation Mozilla.ai Mozilla Ventures Mozilla Advertising Mozilla Builders Mozilla New Products Menu Mozilla Security Mozilla Security Advisories Known Vulnerabilities Mozilla Security Blog Security Bug Bounty Third-party Injection Policy Client Bug Bounty Frequently Asked Questions Hall of Fame Web Bug Bounty Eligible Websites Frequently Asked Questions Hall of Fame Mozilla Foundation Security Advisory 2011-29 Security issues addressed in Firefox 6 Announced August 16, 2011 Impact Critical Products Firefox",,https://www.mozilla.org/en-US/security/advisories/mfsa2011-29/
